event,time,user,message,category,code
,[3:11:27] ,johow,haomaru in sc is sick,other,10
,[3:11:28] ,damuffinman,wow shit,goodp,6
,[3:11:36] ,damuffinman,any trailer yet,question,8
,[3:11:37] ,freakyyyy,but sfv ftw,other,10
,[3:11:38] ,horseapples,more kof gimme garou already,other,10
,[3:11:38] ,roninwoof,this new gg will make me care about gg again,other,10
,[3:11:42] ,nurselee,did you guys read that article where they thought guilty gear xrd artstyle copied dbzf and then the article was later pulled because of their ignorancy,other,10
,[3:11:52] ,sidebysidefgc,there are more games than just street fighter,other,10
,[3:11:52] ,empgeneraltsochicken,there was no trailer they just showed the logo and said now in development,other,10
,[3:11:58] ,damuffinman,ah k nice,other,10
,[3:11:58] ,theenygma,ignorance not ignorancy,other,10
,[3:11:58] ,bzcharkl,no trailer for kof just the logo,other,10
,[3:12:02] ,megatonbeef,damuffinman no just an in development announce,other,10
,[3:12:20] ,countmeowingtonn,mk shafted us all by having every match be a bo,other,10
,[3:12:22] ,damuffinman,they sold enough copies from bs ass,other,10
,[3:12:23] ,ghostfromrdstrike,new gg game has been rumored for a good year or now but they never announced it till now same with kof,other,10
,[3:12:24] ,tokenblackdood,soul calibur got great announcements,other,10
,[3:12:28] ,sidebysidefgc,maybe but there was a girl at top im proud of her,other,10
,[3:12:29] ,themegaguy,why no tbag when opponent stunned,question,8
,[3:12:36] ,ghostfromrdstrike,sc got season announced,other,10
,[3:12:53] ,theenygma,season,other,10
,[3:12:56] ,bzcharkl,season for sc season for tekken,other,10
,[3:12:58] ,tokenblackdood,season new mechanics haohmaru and return characters,other,10
,[3:13:06] ,ghostfromrdstrike,kof was extremely fun just noone played it,other,10
,[3:13:07] ,lionheartrawr,setsuka confirmed for samsho,other,10
,[3:13:09] ,laverde,kpf series is so difficult but very rewarding,other,10
,[3:13:11] ,countmeowingtonn,im not sure if i should commit to sc im already dog shit at so many fighting games,other,10
,[3:13:12] ,dangalfthekrey,sc annoucements were sick af but im not sure about that little cameraangle changing mechanic they added to the game i hope they do away w that cameraangle shit,other,10
,[3:13:23] ,laughswithknives,king of oswald,other,10
,[3:13:26] ,khalz,when does s for tekken releasewanna check out the new stuff for akum,question,8
,[3:13:26] ,zyxwhitewind,so cassandra is season,other,10
,[3:13:33] ,roninwoof,start playing samsho stop hatin lol it was so hype at evo,other,10
,[3:13:37] ,empgeneraltsochicken,khalz next month,other,10
,[3:13:42] ,megatonbeef,ghostfromrdstrike graphics can kill the initial sales people missed the old style,other,10
,[3:13:42] ,empgeneraltsochicken,tekken s is in september,other,10
,[3:13:44] ,goodboydraws,kof is still by far my favorite to play still it just fucking works,other,10
,[3:13:49] ,zyxwhitewind,tekken season in september,other,10
,[3:13:51] ,bobdobbz,cant believe sc was even at evo that game disappeared after a week,other,10
,[3:13:57] ,lionheartrawr,dangalfthekrey didnt they that was for casual,other,10
,[3:14:01] ,ghostfromrdstrike,tekken season starts september,other,10
,[3:14:03] ,tokenblackdood,dangalfthekrey my favorite thing is that they reworked reversal edge i was so happy,other,10
,[3:14:08] ,dementedhag,it didnt deserve to disappear,other,10
,[3:14:13] ,horseapples,bobdobbz its been consistently played at nybc,other,10
,[3:14:21] ,ghostfromrdstrike,rock howard in kof is godlike,other,10
,[3:14:25] ,reoayanami,so many games will disappear after evo,other,10
,[3:14:29] ,bobdobbz,no but reversal edge was so scrubby,other,10
,[3:14:34] ,laverde,do yall want a sfvi or capcom all star game,other,10
,[3:14:39] ,roninwoof,is it scheduled to come to pc,other,10
,[3:14:39] ,reoayanami,only to reappear at the next evo,other,10
,[3:14:44] ,bzcharkl,sc was and is great its just that it came out at a crowded time that being said i doubt itd be at evo season or not,other,10
,[3:14:49] ,johow,sf,other,10
,[3:14:57] ,laughswithknives,laverde this is capcom allstars,other,10
,[3:14:58] ,dangalfthekrey,lionheartrawr dont think so it seemed like a new mechanic from the trailer where a character does something and it like jerks the camera to some weird angle temporarily it looks wack,other,10
,[3:15:00] ,gailardiagalan,everyone complaining about reversal edge simply sucks and cant play,other,10
,[3:15:03] ,ghostfromrdstrike,but honestly capcom needs a new fighting game,other,10
,[3:15:05] ,bgamr,whats your tips on how to get to diamond,question,8
,[3:15:06] ,nurselee,laverde i feel that after sfv capcom should take a break form street fighter and work on something else,game,9
,[3:15:08] ,gailardiagalan,get good or sthu and go home,other,10
,[3:15:10] ,empgeneraltsochicken,is sf even getting made,game,9
,[3:15:12] ,ghostfromrdstrike,just announce something,game,9
,[3:15:15] ,laverde,laughswithknives chill lol,other,10
,[3:15:19] ,damuffinman,sf will be for ps,game,9
,[3:15:24] ,laughswithknives,atprtsd,other,10
,[3:15:24] ,nahuelpv,no mvc,other,10
,[3:15:24] ,damuffinman,prob launch title,other,10
,[3:15:29] ,damuffinman,or close to launch,other,10
,[3:15:31] ,laverde,nurselee i agree,other,10
,[3:15:33] ,megatonbeef,sf on re engine,other,10
,[3:15:39] ,falciegaiah,yes no sf bring rival schools back or do a cvs game,other,10
,[3:15:44] ,reoayanami,nah they wont start making sf until ps is out,other,10
,[3:15:45] ,bobdobbz,horseapples i just mean i heard nothing about it im sure some are still playing wasnt it the netcode that hamstrung it,other,10
,[3:15:50] ,laverde,megatonbeef that would be sick,other,10
,[3:15:56] ,roninwoof,if sf is a launch game it will be the highest selling sf in history lol,game,9
,[3:15:59] ,sidebysidefgc,oh you can cancel her cr mk,request,1
,[3:16:08] ,damuffinman,i think mvc will also be ps eventually,other,10
,[3:16:08] ,sidebysidefgc,you gotta learn a combo with that,request,1
,[3:16:12] ,nurselee,laverde i mean if they do sfvi then by all means but i feel like the expectations are gonna be higher and they better not make the same mistakes like in sfv day on launch,game,9
,[3:16:14] ,ghostfromrdstrike,yall saying ps wont be out in the next year or so,game,9
,[3:16:16] ,lionheartrawr,dangalfthekrey was that in the cass trailer,other,10
,[3:16:16] ,khalz,said big announcements coming in november and december theres the winter bundle which has oroand something else probably super sfseason,game,9
,[3:16:18] ,sidebysidefgc,good sweep punish,caction,3
,[3:16:20] ,reoayanami,if sf is made by dimps again they will definitely use unreal engine,game,9
,[3:16:32] ,damuffinman,ps should be out next holiday,game,9
,[3:16:37] ,damuffinman,end of,other,10
,[3:16:37] ,thelexnard,its too bad lucia has ass cc conversions,cdesign,4
,[3:16:38] ,dangalfthekrey,lionheartrawr no it was in the nd season announcement trailer it was after cassie reveal,other,10
,[3:16:50] ,ghostfromrdstrike,xbox already has their next console dropping next holiday so were not far,other,10
,[3:16:51] ,laverde,nurselee i feel that sfv should be done as soon as the ps gets announced,game,9
,[3:17:00] ,ghostfromrdstrike,its about time for a new capcom fighter,game,9
,[3:17:01] ,ahrenk,stop bullying poor silver players trying to have fun,request,1
,[3:17:08] ,khalz,sf on the reengine,game,9
,[3:17:13] ,sak,respect the law,caction,3
,[3:17:18] ,reoayanami,sf wasnt done when ps got announced,game,9
,[3:17:20] ,dangalfthekrey,judge lucia,request,1
,[3:17:27] ,ghostfromrdstrike,capcom already announced multiple games in re engine,game,9
,[3:17:30] ,nurselee,laverde well it seems that might be the last cycle for sfv and it makes sense due to ps rumors,game,9
,[3:17:30] ,estarix,smurfin murfin,other,10
,[3:17:34] ,dangalfthekrey,i am the lowah,other,10
,[3:17:36] ,tehwrecker,hes saving them from that honda anyway,caction,3
,[3:17:37] ,beqwibber,sf probably wont come out until years after the ps is released right now its way too early for another sf game,other,10
,[3:17:43] ,zulfikeay,what the hell is kupakawfee reotroll,question,8
,[3:17:45] ,happyurepiyoroshikune,just tuned in whats your opinion on lucia shes looking mighty fine i might pick her up,question,8
,[3:17:48] ,swiftruina,sfv will probably be ported to ps,game,9
,[3:17:50] ,beatsbynoelbrown,sf was more warmly received thru its life,game,9
,[3:17:54] ,oozzzy,cr mk into hard dp,other,10
,[3:17:55] ,enzo,i think the bundle released as soon as the server was open,game,9
,[3:18:00] ,laverde,sf makes sense to be a ps launch title,game,9
,[3:18:04] ,icexvader,i feel like the end of her super is so anti climatic,game,9
,[3:18:06] ,ustinodj,like i predicted honda is fuckin stupid,cinfo,5
,[3:18:20] ,ghostfromrdstrike,then make another vs game,request,1
,[3:18:23] ,bobdobbz,hondas sick,cinfo,5
,[3:18:28] ,mrvicent,im palying on pc with the characters u have to find the bundle manually through the store,game,9
,[3:18:28] ,rashidoo,see my honder ustin,other,10
,[3:18:34] ,laverde,i think it would be smart for capcom to do that just look at ki on xbox one,game,9
,[3:18:39] ,sak,male ken vs female ken,request,1
,[3:18:39] ,ghostfromrdstrike,we can keep just make another game to go along with it,game,9
,[3:18:41] ,beatsbynoelbrown,and it was that day decided to add seth after watching stream,other,10
,[3:18:47] ,ustinodj,i try to use poisons whip to space honda and then he just headbutts the hurtbox on my whipp,caction,3
,[3:18:50] ,reoayanami,no it doesnt launch titles require tons of money from console makers to happen sony would rather spend that money on more popular games,other,10
,[3:18:53] ,estarix,lol,goodp,6
,[3:18:53] ,khalz,hondas bathwater,cinfo,5
,[3:18:53] ,dangalfthekrey,no can handle ratshit,other,10
,[3:18:57] ,beqwibber,laverde no it doesnt maybe it it had been released in but not this early,game,9
,[3:19:00] ,liuginator,liuginator is new here say hello seemsgood,other,10
,[3:19:07] ,dangalfthekrey,i swear ratshits the most broken character in this game name one weakness he has ill wait,cinfo,5
,[3:19:11] ,lcspacely,i cant find the damn bundle tablehere flipthis,game,9
,[3:19:12] ,ustinodj,rashidoo do you wanna do lobbies,other,10
,[3:19:16] ,renpool,did u check out poison yet,question,8
,[3:19:17] ,kristoffers,i dont wanna imagine honda smashing anyone,cinfo,5
,[3:19:22] ,blacque,so is the new stuff fm only,other,10
,[3:19:27] ,swiftruina,rashid just needs to knock him down once,request,1
,[3:19:29] ,roninwoof,she sounds like cardi bthats new york ha,cdesign,4
,[3:19:30] ,beatsbynoelbrown,hes more of a ground and pound kristoffers,cdesign,4
,[3:19:31] ,rashidoo,oh that reminds me my ethernet cable broke,other,10
,[3:19:32] ,renpool,ducky gets no respect,other,10
,[3:19:35] ,megatonbeef,lcspacely not on psn yet,other,10
,[3:19:40] ,rashidoo,i have to go get a new one,other,10
,[3:19:42] ,mrvicent,lcspacely g oto store on the street fighter v scrol ldown on the dlc and click browse then look for it there,game,9
,[3:19:47] ,dangalfthekrey,blacque no u can get the character bundle,game,9
,[3:19:47] ,megasizer,ken vs ken,request,1
,[3:19:50] ,estarix,oh no we got chris tartarian over here,other,10
,[3:19:52] ,ustinodj,rashidoo doesnt matter you cant duck,caction,3
,[3:19:59] ,rashidoo,but iz gunna laaag,other,10
,[3:19:59] ,blacque,oh didnt see it on the steam let me double checks,other,10
,[3:20:02] ,darnellplayer,ken gets no respect due to too many people complaining and whining,cinfo,5
,[3:20:04] ,lcspacely,megatonbeef thats tough,other,10
,[3:20:11] ,dokkorashot,dokkorashot is new here say hello,other,10
,[3:20:11] ,estarix,he had to the tatsu lol bronze special,game,9
,[3:20:13] ,oozzzy,on steam it is the summer character bundle,game,9
,[3:20:25] ,nahuelpv,the ultimate ken strat,cinfo,5
,[3:20:26] ,renpool,his fire uppercut is so much damage,caction,3
,[3:20:29] ,icexvader,we dont need more broken characters we have enough we need buffs and nerfs dammit,game,9
,[3:20:33] ,swiftruina,typical ken play,caction,3
,[3:20:33] ,rashidoo,winning off of lag is worse than losing for me ustin vespercawfee,comment,2
,[3:20:38] ,aitcho,walk speed look cammy est,cdesign,4
,[3:20:41] ,themegaguy,whenever somebody says i teched that i have a hard time believing them,question,8
,[3:20:41] ,ghostfromrdstrike,ken players are the equivalent to scorpion players in mk,cinfo,5
,[3:20:49] ,sidebysidefgc,is the final hit of vskil not cancellable,question,8
,[3:20:50] ,tw,i cant stand when people play the most offensive characters in the most passive way,caction,3
,[3:21:01] ,renpool,hondas throw seems pretty good too,caction,3
,[3:21:02] ,budafuka,estarix you mean the diamond special,game,9
,[3:21:02] ,megatonbeef,themegaguy i partied it i swear,other,10
,[3:21:06] ,beatsbynoelbrown,waitin on that uppercut,request,1
,[3:21:09] ,dangalfthekrey,tw justin wong would like to say hi,other,10
,[3:21:10] ,megatonbeef,parry,request,1
,[3:21:10] ,beatsbynoelbrown,there it was,other,10
,[3:21:13] ,reoayanami,maybe they think that they can still mash crouch tech,other,10
,[3:21:15] ,tw,like why pick ken if your gonna walk yourself into the corner,caction,3
,[3:21:16] ,themegaguy,megatonbeef,other,10
,[3:21:19] ,laverde,reoayanami capcom would make hella money if they invested in sf as launch title because it would be the only fighter on ps at that time capcom can capitalize on that,game,9
,[3:21:22] ,rennlar,it looks like ken and sakura fuision,cdesign,4
,[3:21:24] ,bgamr,that ken flew,caction,3
,[3:21:27] ,ghostfromrdstrike,he called the uppercut,caction,3
,[3:21:29] ,rashidoo,justece awlways,caction,3
,[3:21:29] ,beatsbynoelbrown,shinryuken special,caction,3
,[3:21:32] ,ninjavanish,poisons aas are poop,caction,3
,[3:21:34] ,dankmemeslov,ken players party hard,caction,3
,[3:21:35] ,renpool,good punish,caction,3
,[3:21:39] ,miketales,at some point they gotta figure out the jumping isnt working right,caction,3
,[3:21:40] ,dangalfthekrey,tw that sweaty fatfuck made a career of playing lame w any and all characters including rushdown characters like rufus in sf,other,10
,[3:21:41] ,estarix,is her normal anti air any good,question,8
,[3:21:48] ,falciegaiah,laverde it wouldnt be tho both ps and the new xbox will be backwards compatible,game,9
,[3:21:51] ,ghostfromrdstrike,scorpion players randomly teleport and ken players randomly dp and h tatsu,caction,3
,[3:21:53] ,reoayanami,laverde there is no player base at launch capcom would make no money its common sense,game,9
,[3:22:04] ,themegaguy,the p,other,10
,[3:22:06] ,icexvader,ooo,goodp,6
,[3:22:06] ,renpool,she feels more like guy to me than zeku,cinfo,5
,[3:22:09] ,rashidoo,shes got an ex dp so thats something,cinfo,5
,[3:22:14] ,admiralackbarssnackbar,sonic not feeling lucia,cinfo,5
,[3:22:19] ,chickencurryrice,honda pretty,cdesign,4
,[3:22:23] ,beqwibber,laverde its crazy to be talking about another sf game so soon what a selfish thing to ask for so soon,game,9
,[3:22:24] ,exunspect,show me dome tech,request,1
,[3:22:33] ,roninwoof,reoayanami bullshit launch games are gauranteed sells,game,9
,[3:22:34] ,themegaguy,wasnt expecting a rematch,other,10
,[3:22:36] ,renpool,ken crying,caction,3
,[3:22:40] ,ghostfromrdstrike,so when are we gonna get some alpha characters,question,8
,[3:22:50] ,ghostfromrdstrike,still waiting for maki,request,1
,[3:22:52] ,beatsbynoelbrown,what sort of nerfs would you give karin and rashid,question,8
,[3:22:54] ,aitcho,whats her v skill,question,8
,[3:22:56] ,icexvader,once a ken gets caught for their dirty tricks they run,caction,3
,[3:23:01] ,shinyakimura,technically mika is an alpha character,cinfo,5
,[3:23:07] ,bgnocturne,is this fat elon musk,question,8
,[3:23:10] ,sak,mika was already an alpha character,cinfo,5
,[3:23:10] ,zyxwhitewind,saving them for sf,game,9
,[3:23:11] ,ustinodj,are you gonna fuckin play me ya,request,1
,[3:23:11] ,laverde,beqwibber its a discussion your being selfish in thinking that im selfish,other,10
,[3:23:11] ,megatonbeef,shinyakimura and karin,request,1
,[3:23:20] ,renpool,kage is dan,cinfo,5
,[3:23:25] ,megatonbeef,and nash,other,10
,[3:23:26] ,beatsbynoelbrown,nerf his corner carry,request,1
,[3:23:26] ,reoayanami,roninwoof more then a game launching on a console with million units sold get out of here,game,9
,[3:23:31] ,themegaguy,season is when we will be blessed with deejay,other,10
,[3:23:33] ,shinyakimura,sakura and nash are also alpha characters,cinfo,5
,[3:23:36] ,kristoffers,rip that dude,other,10
,[3:23:37] ,kristoffers,every intro,other,10
,[3:23:45] ,swiftruina,health and stun down to,cinfo,5
,[3:23:49] ,budafuka,the only nerfs karin needs are grapplers getting buffed,cinfo,5
,[3:23:53] ,beqwibber,laverde the discussion shouldnt be happening period you dont deserve anything,other,10
,[3:23:54] ,dangalfthekrey,rashid needs an overhaul he is so fuckin overloaded name thing he doesnt have in this game name weakness he has none literally,cinfo,5
,[3:23:55] ,,is her v skill the lightning legs or the run,question,8
,[3:24:00] ,robzoobie,as for ratshit i mean fuck that made my day thank you,cinfo,5
,[3:24:04] ,ghostfromrdstrike,just give me maki and dudley and im good,request,1
,[3:24:05] ,rashidoo,fine ill play u in a sec,request,1
,[3:24:10] ,roninwoof,you act like million people buy sf,other,10
,[3:24:11] ,budafuka,delete rashid,request,1
,[3:24:13] ,rashidoo,but i warned ye,other,10
,[3:24:16] ,laverde,beqwibber i deserve the world and everything in it,other,10
,[3:24:24] ,vasionqt,have you figured anything out after roundhouse crush counter,question,8
,[3:24:29] ,jensy,i was expecting sodom,request,1
,[3:24:30] ,renpool,rashid allowed fang to live,cinfo,5
,[3:24:37] ,vasionqt,specifically roundhouse crush counter at max range,request,1
,[3:24:38] ,shredmaster,ironmes,other,10
,[3:24:47] ,ghostfromrdstrike,mil people would buy street fighter if its content rich and it looked good,game,9
,[3:24:49] ,torasamu,is she good,question,8
,[3:24:51] ,doh,so no balance changes,question,8
,[3:24:58] ,lornosaj,is lucia good,question,8
,[3:25:05] ,dangalfthekrey,budafuka im usually a hardcore git gud scrub when it comes to balance but ratshit is so unhealthy for the game even sf vanilla sagat and akuma had some sort of weakness,cinfo,5
,[3:25:10] ,ghostfromrdstrike,many people buy mk because it looks good and its content rich,game,9
,[3:25:11] ,megatonbeef,ghostfromrdstrike get those ultra sf on switch sales,other,10
,[3:25:16] ,beatsbynoelbrown,her damage output seems on the low side,cinfo,5
,[3:25:19] ,aitcho,whats her slide on hit and block,question,8
,[3:25:22] ,roninwoof,but at launch there limited options on games to buy and everyone buying a new console will buy games,game,9
,[3:25:22] ,johnieshabravo,she can go into shoulder tackle from hk cc,request,1
,[3:25:38] ,fuzzyrpg,mk has best visuals by far but the stiff gamepaly makes me a sad panda,cdesign,4
,[3:25:43] ,zyxwhitewind,i wanna play spawn but i dont want to play mk,other,10
,[3:25:47] ,shinzo,just messing about with her you can cancel both her vskill and target combo into vtrigger which gives a bit more of a juggle,request,1
,[3:25:50] ,shinyakimura,i just realized that her projectile is ks from kof move lol,cinfo,5
,[3:25:56] ,ghostfromrdstrike,nah dbfz has the best visuals in terms of fighting games,cdesign,4
,[3:25:56] ,aitcho,wooow on hit,goodp,6
,[3:25:59] ,gonzilla,i think st mp cr mk to run kicks does more damage than the tatsu,caction,3
,[3:26:01] ,beatsbynoelbrown,i wonder if these characters are shades of what to expect next season,game,9
,[3:26:07] ,kyros,do you know what switch guard direction is,question,8
,[3:26:08] ,themegaguy,zyxwhitewind play soul calibur,request,1
,[3:26:10] ,fuzzyrpg,counter smurffed,caction,3
,[3:26:11] ,jensy,i was expecting sodom but i want garuda,request,1
,[3:26:13] ,torasamu,not bad head,goodp,6
,[3:26:23] ,bgnocturne,fat elon musk getting,caction,3
,[3:26:30] ,rashidoo,gime more min ustin,request,1
,[3:26:30] ,beatsbynoelbrown,zeku had like v reversal changes that came for everyone next season,game,9
,[3:26:32] ,ghostfromrdstrike,mk is a close second outside of other arcsys games nothing can compete with dbfz visuals,game,9
,[3:26:33] ,akadilor,all that spd,other,10
,[3:26:33] ,zyxwhitewind,i played heihachi then,other,10
,[3:26:40] ,torasamu,american flag,game,9
,[3:26:48] ,aitcho,something new in training mode,game,9
,[3:26:49] ,reoayanami,considering how many problems and stock issues consoles run into at launch it would still take awhile to reach million which iwas sfvs target by then there would be plenty of titles already,game,9
,[3:27:02] ,beatsbynoelbrown,gief lookin like a gimp in that mask,cdesign,4
,[3:27:15] ,kiboshkaibutsu,am still waiting for granblue fantasy vs,other,10
,[3:27:17] ,leonthagod,sfv training mode is so much better than mk,game,9
,[3:27:32] ,gailardiagalan,roninwoof you are expecting many people to buy the ps at launch with the price tag they are charging for it at launch it would be better if they released about a year or two after launch of ps,game,9
,[3:27:35] ,exunspect,does lucia hase a crosscut dp,question,8
,[3:27:37] ,freakyyyy,hahahaha low low,goodp,6
,[3:27:43] ,gyari,lucia is fun af,caction,3
,[3:27:43] ,oozzzy,yes she has cross cut dp,caction,3
,[3:27:48] ,dangalfthekrey,kiboshkaibutsu that game looks phenomenal visually but it seems like it has some frame lag or something,cdesign,4
,[3:27:53] ,dangalfthekrey,doesnt look smoothe,badp,7
,[3:28:01] ,metalxoath,is there ever a reason to use ex tackle it air resets and it seems you get more damage just doing the normal one into jab,badp,7
,[3:28:22] ,sak,did you have a cup of to stay up all night during the stream pixelbob,other,10
,[3:28:23] ,machriphi,yo what up,question,8
,[3:28:34] ,kiboshkaibutsu,dangalfthekrey yea i played the beta like i had really good games the rest was ok,other,10
,[3:28:37] ,renpool,she has a slide if u press all three kicks and downish i think,request,1
,[3:28:41] ,darnellplayer,machriphi you missed a lot,other,10
,[3:28:43] ,renpool,not in moves list,game,9
,[3:28:53] ,putridcheese,is lucia related to ken,question,8
,[3:28:56] ,kiboshkaibutsu,dangalfthekrey but not garbage,other,10
,[3:28:56] ,rashidoo,yo ustin im redy,other,10
,[3:29:00] ,freakyyyy,i got my cup of kawfee too,other,10
,[3:29:09] ,shinzo,it is in moveslist renpool it is down forward light kick,caction,3
,[3:29:11] ,ustinodj,lounge up under ustinodj pass,request,1
,[3:29:11] ,sagatatemycornflakes,so how much is the pack,question,8
,[3:29:17] ,lordcawfee,my name became a meme overnight,other,10
,[3:29:17] ,ghostfromrdstrike,the games that are most likely gonna be ps launch titles is last of us maybe spider man and probably a new ip,game,9
,[3:29:18] ,machriphi,putridcheese no shes from final fight but also has flaming kicks,game,9
,[3:29:20] ,torasamu,is stage included in bundle,question,8
,[3:29:29] ,freakyyyy,no,other,10
,[3:29:37] ,torasamu,moron capcom,game,9
,[3:29:42] ,laverde,wow,goodp,6
,[3:29:45] ,laverde,thats ass,cdesign,4
,[3:29:46] ,sak,how much is the bundle,question,8
,[3:29:46] ,ghostfromrdstrike,plus ps has backwards compatibility,game,9
,[3:29:47] ,kiboshkaibutsu,should get mir in a chat room,other,10
,[3:29:52] ,theenygma,you have to buy the stage too oh capcom evofacepalm,game,9
,[3:30:09] ,shinyakimura,loool,goodp,6
,[3:30:19] ,varodor,new bison skin,other,10
,[3:30:22] ,ustinodj,edmond umehonda was a sniper the whole time vesperkilley,other,10
,[3:30:31] ,lordcawfee,big brain online gief,other,10
,[3:30:31] ,geneiyun,summer costumes are not included only battle costumes,game,9
,[3:30:34] ,bunky,bundle is the three characters their battle costumes and colors,game,9
,[3:30:36] ,shinzo,for each char in the uk,other,10
,[3:30:41] ,bunky,extra battle,request,1
,[3:30:42] ,geneiyun,summer costumes is a separate bundle,game,9
,[3:30:44] ,laverde,i believe its fighting chance,game,9
,[3:30:48] ,budafuka,the stages were never included in season passes,game,9
,[3:30:50] ,shinzo,got lucia and poison will earn the fm from them to buy honda,comment,2
,[3:30:52] ,owaowatankatank,qcbhk great neutral tool safe on block spaced out and on hit is knocxkdown oki,caction,3
,[3:30:54] ,freakyyyy,like ed i think buy only,game,9
,[3:30:55] ,sagatatemycornflakes,fighting chance,request,1
,[3:31:01] ,zyxwhitewind,ibuki one,other,10
,[3:31:01] ,nurselee,ibukis onimusha costume,game,9
,[3:31:02] ,bananeeftw,ibuki,other,10
,[3:31:09] ,bunky,ibuki onimusha currently running,other,10
,[3:31:10] ,zyxwhitewind,onimusha ibuki,other,10
,[3:31:12] ,hardwork,is this your real rank,question,8
,[3:31:24] ,renpool,shes got it all,cinfo,5
,[3:31:27] ,torasamu,hardwork no,other,10
,[3:31:32] ,sagatatemycornflakes,nvm i meant extra battle,request,1
,[3:31:32] ,owaowatankatank,qcbhk frame startup massive range hops over lows safe on block okizeme on hit godlike neutral tool,caction,3
,[3:31:40] ,zyxwhitewind,never heard of a vergil one though,other,10
,[3:31:44] ,sagatatemycornflakes,get them both cofueed,request,1
,[3:31:45] ,moobot,join the arcade discord at httpsdiscordggesjxkm,other,10
,[3:31:51] ,sagatatemycornflakes,confused,comment,2
,[3:32:01] ,varodor,its not its his evil twin kupakawfee,other,10
,[3:32:41] ,sagatatemycornflakes,have you tried poison yet,question,8
,[3:32:50] ,laverde,he hasnt,other,10
,[3:32:57] ,shinyakimura,lol by the bounce,goodp,6
,[3:33:04] ,ninjavanish,im gonna head out later guys,other,10
,[3:33:07] ,,does she feel gimmicky,question,8
,[3:33:20] ,sagatatemycornflakes,kk,other,10
,[3:33:24] ,torasamu,does she have a button anti air,question,8
,[3:33:25] ,bunky,onimusha ibuki currently running is the other extra battle,other,10
,[3:33:42] ,ustinodj,rashidoo i dunno what the fuck happened so i dropped that shit,other,10
,[3:33:45] ,rashidoo,unger,other,10
,[3:33:55] ,cycodamo,hondas vt head butt goes right through ryus ca lol,caction,3
,[3:34:08] ,zyxwhitewind,i was sad it wasnt kaede,request,1
,[3:34:11] ,torasamu,great,goodp,6
,[3:34:12] ,bgamr,i would say play the character until diamond but i would play ehonda last since you want to use him to push to master rank,game,9
,[3:34:17] ,varodor,where is bison with cape like in the sf movie,question,8
,[3:34:18] ,nurselee,not as whack as menats new costume lol,game,9
,[3:34:27] ,robzoobie,is her dp fireball invincible,question,8
,[3:34:30] ,torasamu,ibuki,other,10
,[3:34:33] ,ustinodj,holy fucking damage,goodp,6
,[3:34:36] ,torasamu,did we talk about bonchan show,other,10
,[3:34:39] ,cycodamo,poor ryu lmao,cinfo,5
,[3:34:50] ,zyxwhitewind,okie,other,10
,[3:34:50] ,nightbot,okizamboney is a term used in fighting games to generally describe your wake up game to be more specific this is when players professionals mostly will set alarms to randomly wake up at odd hours of the night to play a match online before going back to sleep the idea is to make yourself better while mentally exhausted since tournaments can last as long as hours without time for rest tsuchinokodemon,game,9
,[3:34:58] ,nurselee,i cant because i dont have enough fight money lol,game,9
,[3:35:02] ,ghostfromrdstrike,this man jumps good reoboon,caction,3
,[3:35:14] ,dankmemeslov,this man loves his crossups,caction,3
,[3:35:20] ,reoayanami,nice,goodp,6
,[3:35:42] ,freakyyyy,but what if i want all the characters in my main account,game,9
,[3:35:51] ,kelvaen,i like all the puddles on this stage,game,9
,[3:36:06] ,freakyyyy,thats kinda stupid tbh,comment,2
,[3:36:07] ,ustinodj,rashidoo lol ur super came out before mine,other,10
,[3:36:08] ,cycodamo,use real money like a big boy,request,1
,[3:36:09] ,torasamu,just do character stories and you will get tons of fm,request,1
,[3:36:09] ,ghostfromrdstrike,the characters are like right,game,9
,[3:36:13] ,thatlnsomniaczack,woah strangewow,goodp,6
,[3:36:16] ,ghostfromrdstrike,a piece,other,10
,[3:36:16] ,ryzzl,wait i just tuned ini thought said this character was wack,question,8
,[3:36:17] ,ustinodj,rashidoo connection aint bad,other,10
,[3:36:18] ,themegaguy,was that suppose to be a read,question,8
,[3:36:19] ,machriphi,i bought all the characters on my main account with fm but i earned a bunch before the drought,game,9
,[3:36:23] ,clamantjtv,let rip,request,1
,[3:36:23] ,rashidoo,war,request,1
,[3:36:23] ,shinzo,you can cancel lucias target combo into vtrigger and in the corner the cancel can juggle into fireball,request,1
,[3:36:25] ,rashidoo,wat,question,8
,[3:36:27] ,vanillarune,hows poison,question,8
,[3:36:29] ,rashidoo,im on weefee,other,10
,[3:36:31] ,akudesyn,is the bundle out yet,question,8
,[3:36:36] ,yomothewanderer,how do you get over ranked nerves thats one of the main things keeping me from playing it besides the netkode,question,8
,[3:36:38] ,torasamu,cawfeeeeeeeeeeeeeeeeeeeeeeee,other,10
,[3:36:41] ,machriphi,akudesyn yes bundle is out,game,9
,[3:36:41] ,youngj,that man dpd with all his hear and soul,comment,2
,[3:36:47] ,youngj,heart,request,1
,[3:36:55] ,clamantjtv,is it me or is she basically female ken,question,8
,[3:37:04] ,akudesyn,machriphi great thanks bro,other,10
,[3:37:05] ,shinzo,when you play rushdown and your opponent walkes themselves into the corner,question,8
,[3:37:07] ,ghostfromrdstrike,he had to go grab his food reoboon,other,10
