,event,event_code,time,user,message,category,code
5148,match round one,8,[3:57:50] ,guttermagic,first time seeing her just now,goodp,6
5149,match win,11,[3:57:52] ,guttermagic,that was sick,goodp,6
5150,match win,11,[3:58:00] ,joiztik,female ken,cinfo,5
5151,match win,11,[3:58:01] ,jlocke,blocks are for loses,caction,3
5152,match win,11,[3:58:03] ,datnig,so shes basically gonna keep sakura on the bench forever,cinfo,5
5153,match win,11,[3:58:04] ,cjgrayson,she is,cinfo,5
5154,match round two,9,[3:58:08] ,kawaiidin,fchamp is saying shes top,other,10
5155,match round two,9,[3:58:09] ,cjgrayson,she is ken,cinfo,5
5156,match round two,9,[3:58:09] ,devsf,so was kage when he came out,cinfo,5
5157,match round two,9,[3:58:11] ,wutevadude,pokketderp,other,10
5158,match round two,9,[3:58:21] ,llesor,she seemed unga bunga by her trailer,cinfo,5
5159,match round two,9,[3:58:21] ,zyxwhitewind,wait is she guy,cdesign,4
5160,match round two,9,[3:58:27] ,raynys,lol,goodp,6
5161,match round two,9,[3:58:28] ,llesor,nooood,other,10
5162,match round two,9,[3:58:28] ,sak,sakura was already on the bench,cinfo,5
5163,match round two,9,[3:58:29] ,aitcho,unga bunga nuts,other,10
5164,match round two,9,[3:58:30] ,kingofrogs,wtf my eyes are deceiving im saying ken,cdesign,4
5165,match round two,9,[3:58:34] ,admiralackbarssnackbar,according to she ahs no oki though,other,10
5166,match round two,9,[3:58:34] ,kingofrogs,not ken plzzzzzzzzzzzzz,request,1
5167,match win,11,[3:58:37] ,empgeneraltsochicken,is x weak to raw supers,other,10
5168,match win,11,[3:58:39] ,azurewotan,add it to the count,request,1
5169,match win,11,[3:58:49] ,clptpy,how much coast the new fighters,question,8
5170,match win,11,[3:58:53] ,izicken,female ken with those run cancels,cinfo,5
5171,match win,11,[3:58:54] ,kingofrogs,dont ken her,request,1
5172,match round one,8,[3:59:02] ,rashidoo,that move is such cancer lmao,caction,3
5173,match round one,8,[3:59:07] ,forticon,clptpy each fm each or for the pack of,other,10
5174,match round one,8,[3:59:09] ,devsf,is chris t gona pick her up,question,8
5175,match round one,8,[3:59:15] ,ustinodj,i have a theory,other,10
5176,match round one,8,[3:59:16] ,clptpy,lol,goodp,6
5177,match round one,8,[3:59:16] ,rashidoo,these medium pokes feel really good,game,9
5178,match round one,8,[3:59:18] ,shaboogen,if she doesnt have oki end combos with the vskill,request,1
5179,match round one,8,[3:59:21] ,darnellplayer,capcom hates ken and anything like him so expect her to be smacked with the nerfs,game,9
5180,match round one,8,[3:59:23] ,ustinodj,aw fuk i crashed one sec,other,10
5181,match round one,8,[3:59:28] ,youknow,shoulder is safe on block when spaced well too,request,1
5182,match round one,8,[3:59:32] ,ustinodj,i think i know hondas weakness tho,cinfo,5
5183,match round one,8,[3:59:32] ,stevenaitsover,i think strong characters like this is healthy for the gtame,cinfo,5
5184,match round one,8,[3:59:33] ,rashidoo,alt tabbin,other,10
5185,match round one,8,[3:59:36] ,kingofrogs,ok i see now she is a mix of karin and ken,cinfo,5
5186,match round one,8,[3:59:41] ,ustinodj,maybe,other,10
5187,match round one,8,[3:59:42] ,fisticuffsclub,all you have to do against her is block probably not gonna happen in silver or gold,request,1
5188,match round one,8,[3:59:48] ,llesor,oh nooo,badp,7
5189,match round one,8,[3:59:53] ,rashidoo,gorillas have no weakness they are the apex alpha,game,9
5190,match round one,8,[3:59:53] ,kingofrogs,she can cancel into shoulder or just a run,request,1
5191,match win,11,[4:00:10] ,kirb,kingofrogs not really cause the game got fucked for me cant see the new characters in select screen or anywhere else if i try to watch replays for these new characters they get replaced by ryu and ken,game,9
5192,match win,11,[4:00:17] ,aitcho,oh shit her super looks like a frame trap,cdesign,4
5193,match round two,9,[4:00:18] ,clptpy,end of year come ultra street fighter,game,9
5194,match round two,9,[4:00:29] ,llesor,kingofrogs she has the run cancel the shoulder a kick and vskill,request,1
5195,match round two,9,[4:00:32] ,llesor,all in the cmd dash,request,1
5196,match round two,9,[4:00:37] ,sak,capcom hates ken then they must despise ryu wholeheartedly,game,9
5197,match round two,9,[4:00:44] ,kingofrogs,kirb restart the game,request,1
5198,match round two,9,[4:00:45] ,aitcho,the first frame trap super,goodp,6
5199,match round two,9,[4:00:47] ,ustinodj,rashidoo did you leave,question,8
5200,match round two,9,[4:00:52] ,rashidoo,nah im still here,other,10
5201,match round two,9,[4:00:58] ,raynys,yes it does,other,10
5202,match lose,12,[4:01:00] ,shinyakimura,lol,goodp,6
5203,match lose,12,[4:01:02] ,devsf,that a combo wtf,caction,3
5204,match lose,12,[4:01:03] ,easxl,ive literally never seen that,goodp,6
5205,match lose,12,[4:01:04] ,kawaiidin,makotod,other,10
5206,match lose,12,[4:01:04] ,ustinodj,oops was looking for wrong name,other,10
5207,match lose,12,[4:01:05] ,kingofrogs,ok so lucia is basically the secret daughter of ken and karin,cinfo,5
5208,match lose,12,[4:01:07] ,captainfirefeet,that was clean,goodp,6
5209,match lose,12,[4:01:10] ,darnellplayer,sak yeah what happened after s ken got smacked with nerfs and ryu did too,caction,3
5210,match lose,12,[4:01:10] ,aitcho,so much damage glass cannon,goodp,6
5224,match win,11,[4:01:59] ,enzo,that laura vt drives me nuts,comment,2
5225,match win,11,[4:02:07] ,kingofrogs,kirb maybe you should re download the new chars,game,9
5226,match win,11,[4:02:10] ,sagatatemycornflakes,where can i get the bundle for the characters,question,8
5227,match win,11,[4:02:10] ,devsf,wtf is this gb patch,question,8
5228,match win,11,[4:02:12] ,tehwrecker,diamond tomorrow,game,9
5229,match win,11,[4:02:13] ,thatboybrian,play poison,request,1
5250,match round one,8,[4:03:29] ,giefreplays,not the whole game but any pak file that was modified has to be redownloaded entirely,game,9
5251,match round one,8,[4:03:31] ,joiztik,th i think,other,10
5252,match round one,8,[4:03:33] ,nurselee,aug th i think,other,10
5253,match round one,8,[4:03:33] ,machriphi,its because of the way compressed pak files work in unreal engine you need to recompile the files so you have to redownload the game,other,10
5254,match round one,8,[4:03:35] ,damuffinman,aug th,other,10
5255,match round one,8,[4:03:36] ,bunky,aug th,other,10
5256,match round one,8,[4:03:42] ,damuffinman,oh oops,badp,7
5257,match round one,8,[4:03:47] ,kirb,ikingofrogs its part of the patch once its installed it cant be redownloaded i have to reinstall the game again ive already done that,other,10
5258,match round one,8,[4:03:50] ,devsf,baited the mk community now they are forced to watch sfv,other,10
5259,match round one,8,[4:03:53] ,csixtyjam,i do,other,10
5260,match round one,8,[4:03:54] ,thatlnsomniaczack,yup,other,10
5261,match round one,8,[4:03:56] ,raino,ye lol,other,10
5262,match round one,8,[4:03:58] ,aitcho,tf,other,10
5263,match round one,8,[4:04:00] ,csixtyjam,my neighbors bang on my door,other,10
5264,match round one,8,[4:04:06] ,renpool,aug for the season pass owners,other,10
5265,match round one,8,[4:04:08] ,yunggrasshopper,fukiaex lucia is a bootleg sakura,cinfo,5
5266,match round one,8,[4:04:08] ,damuffinman,thatlnsomniaczack damuffderp,other,10
5267,match round one,8,[4:04:20] ,damuffinman,csixtyjam doodbro,other,10
5268,match round one,8,[4:04:20] ,thatlnsomniaczack,damuffinman damuffyoumadbro,other,10
5269,match round one,8,[4:04:22] ,devsf,lobbies,other,10
5270,match round one,8,[4:04:30] ,kingofrogs,kirb do you know if anyone else have the same problem,other,10
5271,match round one,8,[4:04:35] ,cpcp,punoko,other,10
5272,match round one,8,[4:04:40] ,csixtyjam,danhaha damuffinman,other,10
5273,match round one,8,[4:04:41] ,ustinodj,i got you conditioned,other,10
5274,match lose,12,[4:04:42] ,thatlnsomniaczack,damuffinman currently training with poison damuffcensor,cinfo,5
5275,match lose,12,[4:04:42] ,kingofrogs,kirb maybe its temporary,other,10
5276,match lose,12,[4:04:43] ,zyxwhitewind,lol lobbies vespershade,goodp,6
5277,match lose,12,[4:04:47] ,rashidoo,lol maybe,goodp,6
5278,match lose,12,[4:04:53] ,kirb,kingofrogs nobody else,other,10
5279,match lose,12,[4:04:54] ,damuffinman,thatlnsomniaczack how you liking her,question,8
5280,match round two,9,[4:05:09] ,devsf,did stop doing lobbies,other,10
5281,match round two,9,[4:05:31] ,thatlnsomniaczack,damuffinman ill tell you when my muscle memory is solid lol,other,10
5282,match round two,9,[4:05:43] ,damuffinman,fair enough thatlnsomniaczack,other,10
5283,match round two,9,[4:05:44] ,zyxwhitewind,lobbies been ded for a long time,other,10
5284,match round two,9,[4:05:47] ,giefreplays,kirb rename your preferences folder in appdata,other,10
5285,match round two,9,[4:05:52] ,robzoobie,what is this g doing,question,8
5286,match win,11,[4:05:57] ,zyxwhitewind,he got tired losing to chat,other,10
5287,match win,11,[4:05:58] ,robzoobie,dropping combos,caction,3
5288,match win,11,[4:06:04] ,damuffinman,has transcended lobbies hes too good for us,other,10
5289,match win,11,[4:06:10] ,kumikones,how is lucia,question,8
5294,match lose,12,[4:06:50] ,enzo,or,other,10
5295,match lose,12,[4:06:51] ,tristar,g is q before the accident,other,10
5296,match lose,12,[4:06:52] ,zyxwhitewind,rip streak,badp,7
5297,match lose,12,[4:06:56] ,devsf,dam remember when was nice to his fan base and played with them bringbacksvesper,comment,2
5298,match lose,12,[4:06:56] ,blacque,slide,request,1
5299,match lose,12,[4:07:00] ,,youre just another sakura,cinfo,5
5300,match lose,12,[4:07:03] ,,lol,goodp,6
5301,match lose,12,[4:07:09] ,blacque,throw a fiyabowl,request,1
5302,match lose,12,[4:07:11] ,cjgrayson,in,request,1
5303,match lose,12,[4:07:13] ,ustinodj,rashidoo why is the recovery on that shit so fast,question,8
5304,match round one,8,[4:07:22] ,cjgrayson,slip n slide,request,1
5305,match round one,8,[4:07:22] ,blacque,womp,request,1
5306,match round one,8,[4:07:26] ,thatlnsomniaczack,damuffinman poisons swimsuit jesus christ,cdesign,4
5307,match round one,8,[4:07:45] ,damuffinman,thatlnsomniaczack i want to see damuffderp,request,1
5308,match round one,8,[4:07:49] ,wutevadude,v reverse laura,request,1
5309,match round one,8,[4:07:55] ,thatlnsomniaczack,blacque strangeyo,request,1
5310,match round one,8,[4:08:03] ,yunggrasshopper,you were sooo done with her lol,request,1
5311,match round one,8,[4:08:09] ,xavilandro,what character is he fightting against,question,8
5312,match round one,8,[4:08:12] ,cjgrayson,her shoulder is ob,cdesign,4
5313,match round one,8,[4:08:19] ,machriphi,damuffinman your emote code is damuff,other,10
5314,match lose,12,[4:08:26] ,enzo,cmon vesperwashed vesperwashed vesperwashed vesperwashed,request,1
5315,match lose,12,[4:08:26] ,robzoobie,you can micro walk forwanrd to make it punishable or walk back to make him whiff,request,1
5316,match lose,12,[4:08:34] ,thatlnsomniaczack,damuffinman you definitely will soon damuffderp,request,1
5317,match lose,12,[4:08:35] ,damuffinman,machriphi i am da muff damuffderp,other,10
5318,match lose,12,[4:08:37] ,xavilandro,oh is he playing as,comment,2
5319,match round two,9,[4:08:43] ,xavilandro,who is the female fighter,question,8
5320,match round two,9,[4:08:44] ,ustinodj,rashidoo why the fuck does that recover so fast,question,8
5321,match round two,9,[4:08:48] ,kirb,anyone in here playing sfv on pc and living in the uk,other,10
5322,match round two,9,[4:08:54] ,rashidoo,ex headbutt,request,1
5323,match round two,9,[4:08:54] ,damuffinman,thatlnsomniaczack ill probably play wednesday,other,10
5324,match round two,9,[4:08:55] ,yunggrasshopper,well at least poison shows promise not saying lucia is bad she just lacks originality,cinfo,5
5325,match round two,9,[4:09:02] ,ustinodj,no command grab,request,1
5326,match round two,9,[4:09:14] ,thatlnsomniaczack,damuffinman awesome,goodp,6
5327,match lose,12,[4:09:41] ,devsf,uppercut,request,1
5328,match lose,12,[4:09:49] ,damuffinman,i almost despise g now so many people use him,other,10
5329,match lose,12,[4:09:50] ,crocboi,have you played with poison yet,question,8
5330,match lose,12,[4:09:54] ,,httpsclipstwitchtvsavagebreakabletrollnotlikethis,other,10
5331,match lose,12,[4:09:55] ,freakyyyy,g,other,10
5350,match round one,8,[4:11:18] ,thatlnsomniaczack,damuffinman,other,10
5351,match round one,8,[4:11:25] ,yunggrasshopper,honda finally,request,1
5352,match round one,8,[4:11:30] ,robzoobie,im quite sure you can slide his wheelkick since hes grounden even tho it looks like he would be airborne,request,1
5353,match round one,8,[4:11:34] ,easxl,what do you think about poison so far that clip looks nasty,question,8
5354,match round one,8,[4:11:45] ,galexylo,yolo hondas,other,10
5355,match round one,8,[4:11:51] ,coffeethat,hey sorry if someone already asked this but are you going to try out honda at any point,question,8
5356,match round one,8,[4:11:58] ,giefreplays,lol,goodp,6
5357,match lose,12,[4:12:02] ,angrycapitalist,i managed to make the shoulder by spacing it but i dont think you can do it by cancelling a normal just raw runshoulder,request,1
5358,match lose,12,[4:12:03] ,rashidoo,u challenge my alfa status,request,1
5359,match lose,12,[4:12:04] ,damuffinman,netcode improvements,other,10
5360,match round two,9,[4:12:24] ,galexylo,honda theme causes lag,cdesign,4
5361,match round two,9,[4:12:24] ,thehonorableryu,honda wearing clothes,cdesign,4
5362,match round two,9,[4:12:26] ,machriphi,easxl she seems pretty good shes got range aas damage corner carry oki the only thing thats not too impressive are her vts arent robbery but i also didnt lab them extensively,cdesign,4
5363,match round two,9,[4:12:29] ,technonecro,lag op,other,10
5364,match round two,9,[4:12:33] ,yunggrasshopper,her fireball hits moves that are projectile invincible i couldnt tatsu through it,caction,3
5365,match round two,9,[4:12:38] ,itsakili,the netcode patch,game,9
5366,match round two,9,[4:12:43] ,kumikones,cant update the netcode man itll hurt the balance of the game for the cpt,game,9
5367,match win,11,[4:12:47] ,cpcp,hundred hand slap please punoko,request,1
5368,match win,11,[4:12:49] ,vzu,is her slide safe,question,8
5369,match win,11,[4:13:01] ,,wait thats an invc reversal,request,1
5376,match win,11,[4:13:43] ,muenshter,theyre not free,other,10
5377,match win,11,[4:13:44] ,yunggrasshopper,vzu her slide is not safe,cinfo,5
5381,match round one,8,[4:14:06] ,yunggrasshopper,but not easily punishable,cinfo,5
5382,match round one,8,[4:14:06] ,easxl,ikarithewarrior nope,other,10
5383,match round one,8,[4:14:13] ,muenshter,theyve only ever had free trial with sakura for arcade edition,game,9
5384,match round one,8,[4:14:26] ,mofaseni,ok thx let me guess they dollars a piece muenshter,other,10
5385,match round one,8,[4:14:27] ,panik,that honda outfit is sick,cdesign,4
5386,match round one,8,[4:14:28] ,,frame data out cool,request,1
5387,match round one,8,[4:14:28] ,zyxwhitewind,s characters are free atm,game,9
5388,match round one,8,[4:14:46] ,ikarithewarrior,what the update is about so,question,8
5389,match win,11,[4:14:47] ,muenshter,dollars a piece arent they,other,10
5390,match win,11,[4:14:55] ,forticon,mofaseni each or if you buy them as a pack,game,9
5391,match win,11,[4:14:58] ,easxl,just characters,game,9
5392,match win,11,[4:14:59] ,suklik,beside urien and akuma all others dlc characters are pure trashmakoto should be in this game,cinfo,5
5393,match round two,9,[4:15:01] ,vzu,all i know is after playing mks bs for so long sfv feels smooth af,game,9
5394,match round two,9,[4:15:05] ,mysteriousmentor,please stop using e honda please he is a cancerous character i cant breath lol,request,1
5395,match round two,9,[4:15:06] ,mofaseni,smh capcom,game,9
5396,match round two,9,[4:15:09] ,tristar,honda lookin phresh,cdesign,4
5397,match round two,9,[4:15:12] ,yunggrasshopper,whats the frames on that shoulder thrust,question,8
5398,match round two,9,[4:15:28] ,cpcp,honda begwan,cdesign,4
5399,match round two,9,[4:15:33] ,yunggrasshopper,no im going to go check out the notes,comment,2
5400,match round two,9,[4:15:36] ,ikarithewarrior,this is bs then coz we used ti have caracter every month,game,9
5401,match round two,9,[4:15:38] ,superpattz,raggo honda,request,1
5402,match round two,9,[4:15:39] ,machriphi,easxl yeah i think so but ive been messing a bit with the molotov one and you can build up a bunch of grey health that doesnt scale so maybe theres good pressure sequences where you can keep them burning,other,10
5403,match round two,9,[4:15:43] ,kebabonmytastebuds,kebabonmytastebuds is new here say hello,other,10
5404,match lose,12,[4:15:50] ,cpcp,chop,request,1
5405,match lose,12,[4:15:50] ,machriphi,easxl the command throws are definitely more straight forward,caction,3
5406,match lose,12,[4:15:59] ,jordanlunas,lcia is ok,cinfo,5
5407,match lose,12,[4:16:01] ,easxl,cool cool thanks man,other,10
5411,match win,11,[4:16:52] ,cpcp,can u throw his reversal headbutt,request,1
5412,match win,11,[4:16:52] ,hartisas,law respected,caction,3
5413,match win,11,[4:16:52] ,suklik,mysteriousdont mention word cancerits not fair for people who havve cancer,other,10
5414,match win,11,[4:16:53] ,crocboi,what is the time table for the guides,question,8
5415,match win,11,[4:17:00] ,mantiskilla,i think her vt is better cool that they kept her ff moves and put it into this,cdesign,4
5416,match win,11,[4:17:11] ,bunky,yo imma head out its almost am here be sure to grab the ibuki piece when you get the chance bigphish,other,10
5435,match round one,8,[4:18:34] ,machriphi,thehonorableryu final fight dog,game,9
5436,match round one,8,[4:18:36] ,metalxoath,lucia can ex dp akumas fireball,caction,3
5437,match round one,8,[4:18:38] ,mantiskilla,thehonorableryu im sure quite a few people did i still have my ff snes cart somewhere packed away from when i was younger,game,9
5438,match round one,8,[4:18:42] ,joiztik,hard part about poison is the whip cancel,caction,3
5439,match round one,8,[4:18:47] ,yunggrasshopper,not on ps tho,game,9
5440,match round one,8,[4:18:48] ,infectedjazz,i bought the bundle on ps eu tho so maybe not in us,game,9
5441,match round one,8,[4:18:48] ,mikaigamer,poison is a better falke,cinfo,5
5442,match round one,8,[4:18:52] ,wutevadude,right,other,10
5443,match round one,8,[4:18:55] ,bloodtidesgm,poison has this crappy animation cancel with one of her moves thats kind of a pain in the ass,cdesign,4
5444,match round one,8,[4:18:56] ,llesor,yeah the whip cancel hurts my hands,caction,3
5445,match round one,8,[4:19:01] ,machriphi,poison doesnt really play anything like falke,caction,3
5446,match round one,8,[4:19:10] ,mikaigamer,she does,other,10
5447,match round one,8,[4:19:12] ,vzu,joiztik how is it hard you press a kick,caction,3
5448,match round one,8,[4:19:18] ,mikaigamer,and she has that stupid thing like her too,cinfo,5
5449,match round one,8,[4:19:26] ,llesor,shes a lot more closer to menat than falke,cinfo,5
5450,match round one,8,[4:19:30] ,llesor,or dhalsim,other,10
5451,match win,11,[4:19:32] ,mikaigamer,her whip is part of her hurt box stupid decision,caction,3
5452,match win,11,[4:19:52] ,machriphi,literally every character ever with a weapon has a hurt box on it except for menat,cinfo,5
5453,match round two,9,[4:20:03] ,thehonorableryu,mantiskilla machriphi yeah i played ff with my brother a lot when it came out still have the cart in storage somewhere i was surprised to see her in sfv because i felt like only a few people knew who she was d,game,9
5454,match round two,9,[4:20:04] ,yunggrasshopper,i feel like poison has her own identity,cinfo,5
5455,match round two,9,[4:20:04] ,vzu,whipe is fast enough kinda hard to punish,caction,3
5456,match round two,9,[4:20:07] ,ikarithewarrior,like ryu s fireball on start up,caction,3
5457,match round two,9,[4:20:08] ,metalxoath,mikaigamer to be fair if it wasnt shed be retardedly strong,cinfo,5
5458,match round two,9,[4:20:09] ,vzu,whip,other,10
5459,match round two,9,[4:20:13] ,crocboi,mikaigamer who poison,question,8
5460,match round two,9,[4:20:15] ,aitcho,how is run slide,question,8
5461,match round two,9,[4:20:18] ,kirb,for a character with additional skins is a reasonable price you also have to consider it has new assets new animation music dialogue you could spend hundreds of hours playing the same character learning and discovering new things its a lot better than fallout skins which is just a paint that cos or call of duty shovel that cost,cinfo,5
5462,match round two,9,[4:20:19] ,stevenaitsover,wats the next cpt premier event,question,8
5463,match round two,9,[4:20:20] ,rocwell,how plus is s mp,question,8
5464,match round two,9,[4:20:27] ,empgeneraltsochicken,thoughts on poison,question,8
5465,match win,11,[4:20:33] ,rashidoo,damnit i suk at buffering,comment,2
5466,match win,11,[4:20:39] ,robzoobie,mid dp f f projectile invincibility f f invincible to midair attacks if im not missreading that sounds great agains air fireball,game,9
5467,match win,11,[4:20:42] ,varodor,gotta respect the law,caction,3
5468,match win,11,[4:20:45] ,rashidoo,i can super cancel those,caction,3
5469,match win,11,[4:20:49] ,oneaboveallad,she broken,cinfo,5
5470,match win,11,[4:20:54] ,mantikorew,standing medium punch is ob,caction,3
5471,match round one,8,[4:20:59] ,stickykilkenny,hi,other,10
5472,match round one,8,[4:21:09] ,stickykilkenny,so how do you think of lucia so far,question,8
5473,match round one,8,[4:21:27] ,retrosense,female cody or rashid,cinfo,5
5474,match win,11,[4:21:36] ,mrsalmankhan,if bonchan wins the capcom cup thats like half a mil dollar right there,other,10
5475,match win,11,[4:21:40] ,joiztik,female ken,cinfo,5
5476,match win,11,[4:21:43] ,vzu,poisons vt is kinda op tho,cinfo,5
5477,match win,11,[4:21:45] ,mantiskilla,thehonorableryu yeah you could be right ff was kinda of a good game that was late in snes lifespan,other,10
5478,match round two,9,[4:21:53] ,machriphi,kirb no one seems to have an issues spending for a skin in fortnite that doesnt effect the game at all but for a brand new character that changes the game is too much apparently,other,10
5479,match round two,9,[4:21:56] ,lurknazmonster,poison feels like a zoner,cinfo,5
5480,match round two,9,[4:21:56] ,stevenaitsover,were there any ryu on top at evo,question,8
5481,match round two,9,[4:22:02] ,lurknazmonster,sorry aall caps,other,10
5482,match round two,9,[4:22:03] ,robzoobie,npnp just here reading the data table and waiting to get off work lol,other,10
5483,match round two,9,[4:22:06] ,yunggrasshopper,how you like honda stage,question,8
5484,match round two,9,[4:22:06] ,thehonorableryu,mantiskilla yeah exactly,other,10
5485,match round two,9,[4:22:15] ,machriphi,kirb that said i spent fm on them,other,10
5486,match round two,9,[4:22:27] ,vzu,honda is fn amazing,cinfo,5
5487,match win,11,[4:22:42] ,retrosense,tackle op,other,10
5488,match win,11,[4:22:44] ,robzoobie,lol,goodp,6
5489,match win,11,[4:22:48] ,mrsalmankhan,what are your thoughts on evo,question,8
5490,match win,11,[4:22:48] ,lurknazmonster,cheesed it out,other,10
5491,match win,11,[4:23:01] ,shajita,hey need a cupo covfee,other,10
5511,match round one,8,[4:24:13] ,thatlnsomniaczack,damuffinman my hand doodinjury,other,10
5512,match round one,8,[4:24:20] ,machriphi,shajita okay thanks,other,10
5513,match round one,8,[4:24:22] ,ustinodj,poison has the falke issue where all of her combo starters are stuby,cinfo,5
5514,match round one,8,[4:24:25] ,rashidoo,ima mash it like that one kid mashing the stick gif,other,10
5515,match round one,8,[4:24:26] ,metalxoath,does anyone know if the costume code works for any of lucias costumes,question,8
5516,match round one,8,[4:24:29] ,mantiskilla,lucia vt is definitely better imo but man vt can do some dmg,cinfo,5
5517,match round one,8,[4:24:30] ,rashidoo,yeah it seems so,other,10
5518,match round one,8,[4:24:32] ,damuffinman,thatlnsomniaczack thats how i felt yesterday after not playing for weeks,other,10
5519,match round one,8,[4:24:38] ,llesor,metalxoath yeah nostalgia and summer,other,10
5520,match round one,8,[4:24:45] ,mantiskilla,yeah for her nostalgia ff costume she can have jacket off,other,10
5521,match round one,8,[4:24:46] ,thewaifuwarrior,does her fireball disappear if she is hit,question,8
5522,match round one,8,[4:24:47] ,mikaigamer,anyone,other,10
5523,match win,11,[4:24:55] ,itsakili,is there a s bundle now,question,8
5524,match win,11,[4:24:56] ,metalxoath,llesor oh sweet what does it do,question,8
5525,match round two,9,[4:25:08] ,llesor,mikaigamer thats the rq icon,other,10
5526,match round two,9,[4:25:09] ,mantiskilla,the only outift ill ever use with her is the ff one had to get that lol,game,9
5527,match round two,9,[4:25:12] ,shajita,itsakili yes,other,10
5528,match round two,9,[4:25:15] ,vzu,i got poison nostaligia best colors,game,9
5529,match round two,9,[4:25:20] ,llesor,dont know how to fix it tho,other,10
5530,match round two,9,[4:25:22] ,thatlnsomniaczack,damuffinman i finally got her stupid whip cancel into muscle memory doodinjury,caction,3
5531,match win,11,[4:25:38] ,machriphi,itsakili theres a summer character pack with the new character there will probably be a fallwinter pack coming later,question,8
5532,match win,11,[4:25:40] ,mikaigamer,yea how do you get rid of it cause i have top do it on my ps account since im not gonna be around my pc for months,other,10
5533,match win,11,[4:25:49] ,llesor,metalxoath nostalgia she removes her jacket summer she just goes to an actual bikini,cinfo,5
5534,match round one,8,[4:25:59] ,machriphi,thatlnsomniaczack i dont get why people say its so hard you just press k to cancel it,cinfo,5
5535,match round one,8,[4:26:03] ,llesor,just play matches i guess,request,1
5536,match round one,8,[4:26:14] ,llesor,and hopefully youll get out of the softban,other,10
5537,match round one,8,[4:26:28] ,rashidoo,armor fucks poison up,cdesign,4
5538,match round one,8,[4:26:28] ,llesor,pretty sure you can only play against other rqers,game,9
5539,match round one,8,[4:26:30] ,admiralackbarssnackbar,they should have called her baton vtrigger police brutality,request,1
5540,match round one,8,[4:26:32] ,thatlnsomniaczack,machriphi and you have to hit confirm afterwards,request,1
5541,match win,11,[4:26:37] ,mikaigamer,do lobby matches count towards it,request,1
5542,match win,11,[4:26:41] ,ustinodj,rashidoo i think kolin poison is one of the worst mus in game,cinfo,5
5543,match win,11,[4:26:43] ,itsakili,machriphi alright thanks,other,10
5544,match win,11,[4:26:48] ,ustinodj,you can probably imagine why,other,10
5545,match win,11,[4:26:49] ,mantiskilla,the shoulder cancel she has is actually good meta in ff can do some mad stun combos with her once you get it down,caction,3
5546,match round two,9,[4:26:59] ,mantiskilla,cool that they have that in this,other,10
5547,match round two,9,[4:27:05] ,llesor,mikaigamer dunno unfortunately,other,10
5548,match round two,9,[4:27:24] ,aitcho,how many cops does sfv have,question,8
5549,match round two,9,[4:27:26] ,kiboshkaibutsu,yo poison super cancel heavy it sick,request,1
5550,match round two,9,[4:27:35] ,llesor,whoooo,goodp,6
5551,match round two,9,[4:27:36] ,xcarbn,does her battle costume have an alt,question,8
5552,match round two,9,[4:27:41] ,bloodtidesgm,lucia ken sakura love child,cinfo,5
5553,match round two,9,[4:27:43] ,llesor,that was sick,goodp,6
5554,match win,11,[4:27:50] ,mikaigamer,its hard to find any info reason i asked in here already told my room mate to just play on his own account and stop rqing if he wants to find actual games,other,10
5555,match win,11,[4:27:59] ,frnnz,did she have f,question,8
5556,match win,11,[4:28:08] ,dsan,ggs that was me,other,10
5557,match win,11,[4:28:09] ,renanlindner,hello are you really enjoying lucia,question,8
5558,match win,11,[4:28:09] ,bananeeftw,i gotta say hondas story mode is the best thing ever anybody played it yet,cdesign,4
5567,match round one,8,[4:29:31] ,machriphi,this dude is godlike,comment,2
5568,match lose,12,[4:29:40] ,rashidoo,the crazy thing is i can always pull out ob buttstomp,comment,2
5569,match lose,12,[4:29:41] ,aitcho,what kinda karin players,question,8
5570,match lose,12,[4:29:43] ,shajita,that laugh kinda says it all dont it,cdesign,4
5571,match lose,12,[4:29:49] ,rashidoo,cant keep this gorilla out,caction,3
5572,match round two,9,[4:30:09] ,mikaigamer,so the news for nov n dec is gonna be the last characetrs for the season,game,9
5573,match win,11,[4:30:40] ,machriphi,mikaigamer nov is probably the last characters and dec is probably a patch,game,9
5579,match win,11,[4:31:10] ,machriphi,why do people think were getting sf why would it come out on the ps when ps comes out a year later,question,8
5580,match win,11,[4:31:12] ,gailardiagalan,sf is not coming out any time soon,game,9
5581,match win,11,[4:31:39] ,empgeneraltsochicken,capcom fighting games are going to be in for a rough time the next few years honestly,game,9
5582,match round one,8,[4:31:50] ,empgeneraltsochicken,who knows when sf and mvc are coming out,question,8
5583,match round one,8,[4:31:50] ,moobot,join the arcade discord at httpsdiscordggesjxkm,other,10
5584,match round one,8,[4:31:55] ,cjgrayson,startup,other,10
5585,match round one,8,[4:31:56] ,alcampy,it stuns and dhp run is a perfect meaty setup making shoulder yes its d not b my bad,caction,3
5586,match win,11,[4:32:02] ,gailardiagalan,there will be no mvc,other,10
5587,match win,11,[4:32:08] ,cjgrayson,ex shoulder is,caction,3
5588,match win,11,[4:32:08] ,ustinodj,oh ustin is thinking about playing a character lets make them ass,comment,2
5589,match round two,9,[4:32:12] ,galexylo,everything,other,10
5590,match round two,9,[4:32:16] ,gailardiagalan,capcom and marvel do not want to do business with each other any time soon,game,9
